username,tweet_processed,target
HelloMissJean,"If anyone plans on going to Martha's Vineyard this Summer and needs a place to rent, please let me know. We have a house in Oak Bluffs ",0
lita50,@SdPriceless NUFFIN I JUST STAY GETTIN LIED TO THATS ALL LOL  DO U LIE??,0
akpolegirl,@StudioVeena I am a big (and new!) Studio Veena fan!  I am so happy Jennifer (Pole Skivvies) pointed me in your direction!,0
zoegelfant,should probably go to bed. me + socials? = fucked. oh well. i got most of it done. i dont really care right now. only 2 weeks left ,0
Mark_Signs,I have a gold star ,0
ccina,http://twitpic.com/61g5s - 44 seconds will catch every light on ,0
iKasperr,@kimloves your video is now being exported and will be uploaded asap.  p.s. the post office yelled at me for not having your LAST NAME. xD,0
Sheng07,2pm's again and again is a great song. Nichkhun hwaiting!!! ,0
liptricky,twitterlicious fartknockers im out im tired smokey then sleepy ,0
orestis,"Woken up by a phonecall at the ungodly hour of 8.40am. I'm spoilt, I know. ",0
titi_215,@madbloggers *follows*  do the same ,0
leafiness,"@john_reyes Oh okay, I�m in telecoms� I actually enjoyed tutoring when I was a student  good luck with the job search",0
girlpiper,"Always a pleasure, sweets  RB: @SpinningDiscs: &quot;Joe Satriani � Starry Night @girlpiper will leave you with... ? http://blip.fm/~741br",0
syoshimoto,- Great day people-watching in Berkeley with my bro  I love him.,0
JenellsJewelry,Posted 1st Etsy Artist Feature: http://jenellsjewelryblog.blogspot.com/ Need more followers! ,0
davegray,@The_Rooster yes! With minor variations ,0
yvettemerrin,has a copy of the GG series to watch  my mum is the best.,0
mistakepro,"anyways, goodnight everyone ",0
Thrashingale,"@mrcsh Nice to meet a fellow Naruto fan, by the way. ",0
MonicaNicole123,@mmitchelldaviss thanks for accepting ,0
Donnette,@siddNullus I'll go with it.. no questions here ,0
Best4uRapunzel,Wednesday 5/27/09 + DMB = WOOHOO  ,0
KNicholeMusic, FOLLOW ME!!!! ,0
mizdi,@Zorlone  @Jan_Geronimo i'll be fixing my blog roll kaya ko inalis ..yung ibang andon di na nagpaparamdam.. ill include yours ,0
PRINCESSWEETNES,@ihatekennybuggz  THANKS! ,0
maddieeeeee,@heydestinyy just think of it as complimenting yourself. because i am a very funny person indeed ,0
inspiRIZZ,Watching the office and painting. ,0
jjbaby85,@ashleyljackson welcome ,0
m_fung,DONE MY SCIENCE NOTES. WHOOOO ,0
Bulbagarden,BMGf Anyone want to wifi battle?: never done one before but im up for one     fc is 4425 8568 8098 http://tinyurl.com/oap4lg,0
Slovenkaa,50 more days untill we go to croatia!! ,0
aprilholle,glider food complete.. now time for chocolate milk and business card entry from creative coffee tonight ,0
Ms_Me_,What the hell is this whole  thing? What did he do??  I'm curious/ intrigued  ,0
xfftl8myheartx,@JaviLovesPizza Well atleast you had your shower  Night!,0
carlosanna,"@jjayarzadon OH YEA, im totally updated with this  hehe",0
mossmouth,"@kinokofry That's how I felt about it, too.  @shiidii Thanks, man!  Hopefully the next version will be out this week.",0
AudreyLucifere,Statut twitter de leane = so boutch. Jvs aime. Dis salut a ju de ma part ,0
Dak831,@nakedlaughing lol alright ,0
megdunn3,I'm going to bed ,0
WTFJAY,@CateP36 @tweenkle77 I see all the debauchery now. You should be nicer to @Silver_Craig in the DM's though. Hes a nice guy LMAO  ,0
ievasexpot,ahhh i got fishh!  and they are alll retarded!,0
cherlychee,"@hedtoshi he sounds really nice and knowledgeable  glad your dad found him. haah, james stop being so cynical!",0
Socallmelovely,Givin it up for tonight! Have a good one everybody ,0
booyacakel,@grace134 I'm working on mine right now.   Had some editing to do.,0
magnifikka,MYOH na tomorrow at Rockwell. See ya there! ,0
Mirna023,Tweetland...time for bed. Can't run tonight so I'll be up at 6am to do it. Gotta sleep as long as I can. Have a good knight! ,0
toniwithanI,Dear you... @team_thanh and I cordially invite u to join us for fun in the sun on june 6th at santa cruz beach boardwalk ... The more the ,0
imsoapee,Family bathroom at the theater has a toilet and a minitoilet. �ber cuteness. &amp; matching sink with minisink.  http://twitpic.com/61g7t,0
Bobweb2,Half term - software upgrade for home PCs with early morning coffee - what could be nicer?  ,0
texasrebelaggie,is at his parents' ranch for a few days! *yawn* &quot;Good night! Pictures to come!&quot;  @ The Ranch http://loopt.us/8lsE2A.t,0
LeapingBear,"@JamieMcCall yep DEc 10th, your good ",0
mizzjackson87,SLeEpY anD tiPpeD aLreaDy. . .sCrEw ThA kLub sMh. NiTe n wiT thA diZnEY cHaNneL ,0
jahaii,@selenagomez i just listened to &quot;Whoa Oh&quot; 200 times just this day. I love it! ,0
TePuru,"Circuit Training 9am Tuesdays &amp; Thursdays, come and have a go! ... we dare ya ",0
yo_yna,"@mizzissh yaay!  ikaw din. hahaha. ) he's so cute. btw, advance happy bday! ",0
heykim,@lisisilveira  indeed i will ! thank you ,0
Juleshoshi,Excellence through passion ,0
akpolegirl,@AKGirlNextDoor had a GREAT time tonight at the challenge intro tonight. It was wonderful meeting you and everyone else! ,0
libgirl,@summertea I saw that it just went up!! Congratulations  !!!,0
ezduhsit,@ingabee yeah......im talking about aesthetic qualities. ,0
xneqrita,G`niteeeee myTwiggas  talkTOyall.inTHA.a.m !,0
tishtish4,Mmmmmm tea and home baked biscuits. The two together are medicine for the soul ,0
SirCrumpet,@iCharlotte thanks - and thankyou for a great High Tea ,0
coffeebased,@maeglinhiei WHY NOT? XD and spill on who each of these OCs are? ,0
Candice_Jo,@wikiworf LOL i never followed him anyway... just wondering that's all!  ,0
gigatron,An other day an other 96 dollars ,0
ammneh,@michaelSurtees ,0
RockChoy,@kelly_whitton  I wish I was a handy man. All my home projects generally end up as a huge fail.,0
flyawayyylove,Whee i found my specs!!!!!! ,0
BonesFan021,@bonesinoz  Yup. I took my mom an Ipod and she's watching Bones.,0
vendettablack,-dance- why do we fall? So we can pick ourselves back up!  the taste of your lips is so divine&lt;3 goodnight twitter world,0
RA3KiiD,@Jeasyweezybaby Go to it.. It works!!  Bcuz I doubt I know what you meant with the limewire situation... It slowed my computer down!!,0
ohhsnapitsdC,"It's nice to catch up, I had a 3hr conversation w/ Alys &amp; old-school 3-way called Stacey too.  [possible BBS reunion here in Vegas].",0
gregor_rohrig,Love following 'trends' on twitteriffic - find this to be a very interesting maybe even useful feature ,0
Christiegarcia,@lonniehodge Sounds Interesting!! Hope you have a great time! ,0
janna_047,@jeffarchuleta *whew* thank god it's true.stupid hackers! ,0
flyinfoxymama,@rapping_fa t'was fun hangin'...hope you made it where you wanted to be tonite ,0
itsabeta,"@bad_decisions Well, I was going to try making these http://bit.ly/18ox6K in the next couple weeks?  I'll bring some?",0
ashleyspassion, I'LL BE WAITING ,0
kariboberrie,@dancinxpiggie it WAS a good game.. but i was rooting for lebron to make another 3pt-er to win  mehehehe,0
millette,"After expecting sleep in bed for &gt; 90 minutes, better get up and do something useful.  in !laconica is going to be sweet ",0
mysexonastick,17 bruises  + once coming up from the stupid lollie frogs good weapons though,0
ThankYouProject,@Lotay me too! have a great recipe with raw garlic for a salad dressing if you ever need one. ,0
ShylaNC,http://twitpic.com/61g8a - My front yard. Panoramic shot. Love my camera for this! ,0
kboudit,"@bethie138 No, no. I don't cry, I just break things, or people, until I get my way. ",0
Calverta,Last quote today   Just because you're naked doesn't mean you're sexy. Just because you're cynical doesn't mean you're cool � Tom Robbins,0
robgt2,@Dad2_0 kettle's on! ,0
franceshoey,"I think I might go back to sleep. After a few smokes, yeah, I think I will. Haha. To sleep or not to sleep? ",0
Hailsluxury,@djdnice Oh you on some &quot;you need to be 35 and better&quot; to know this music?! Go 'head playa! I'm listening! ,0
leyla_ivie96,nitey nite peeps. : P  hee hee. goin to bed as soon as my shows over. nite. c ya in the mornin. &lt;3              -leyla,0
Ilariat93,@mileycyrus nice and funny movie!!! ,0
ZacharyChan,"@skyjuices Yepyep.  To I think 6 stations. Marymount, Bartley, Lorong Chuan, and a few more. Ha. From Bartley can take 28 to church! =DD",0
johanna242,"Still working, no sleep is what takes you to the top! ",0
Lufti,"@ruthwijaya - Where is you home, exactly? ",0
sofiabrantsjo,going to New York in 24 hrs. ,0
olaforsstrom,@rashmi Sounds like got a visit by Murphy today. (Murphy's law) Hope he has left again! ,0
nscafe,@C_DIG Very busy night.  And that's without other international news.  I still blame the moon. ,0
tiffanerae,"why am i so tired today... whatever, i'll just blame it on my low iron ",0
woahitssarah,"oh fuck, i cant even look at any photos of any guys, thanks @michelelikewoah &amp; @stefimarie i hate you guys. ",0
HomelessRoger,Preparing to go home for Meghan's Graduation!  ,0
ILY_sioux,@Kstew17 Is this the real you?? Theres quite a few Kristen Stewarts that say; im the real me ?? Lol ,0
EmilyxRose92,@mileycyrus haha i love that movie! ,0
fox_tv,"Yay, thunder and lightning!  Though I guess I'd better get off the computer. ;)",0
Amador323,@oiram16 that i shall sir ,0
omgvickyy,@nicolerichie http://twitpic.com/61g3n - i love your hair  Cute pic!,0
jahrends,@dhlawrencexvii haahah We were watching CSI (way behind) saw you in the car wash scene... thought Hey I wonder if he responded... ,0
LanALy,"Trueblood tonight. My favourite. All these morbid vampire bloody murderous, insane plots. My kinda messed up thing ",0
ItsaKirani,I burped  don't feel like going to bed just yet... hmm,0
samclark1,No more Swinburne classes for 9 months ,0
jomanlk, I love you. --- I think this should rate pretty high ,0
LadyLeeT,3 gentlemen in the car next to me. shall I ask them for their twitter handles?  much easier than  no? ,0
weikaolun,@lashieldmaiden I cried at Star Trek the first time.  I'm glad terminator was good for you. ,0
hillarygray,Really looking forward to vacation!!!!! 16 days!! ,0
dookaz,@belindaang the swine has visited all major cities by now ..i guess ,0
Vashanka,"@sorchamorrigan Hey Socha, its me not sleeping either ",0
maya_gf,"@dougiemcfly Looking forward to see you on saturday, dougie  Hope you're enjoying brazil!",0
FreeBMW, is takin over!...lol ,0
heroesnphotoes,haven't been blipping this few days and is thinking of doing so today. ,0
VjopaV,"@renneang.... hahaha... no, make sure dentist is cute. LOL ",0
babeemargie,so ive decided to read the twilight saga all over again ,0
A_RAVEN,@ladyltattoos aww man i quit u got me! but 4real hit me up l8r if u wanna come thru i'll put u on my list ,0
misssmiaa,@arbeeezy hah its YOU!!!!!!!!! i knew itt!!! ,0
kegill,@michaelrice That's a milestone! Congrats. ,0
KNicholeMusic, FOLLOW ME!!!!!!!!!!!!!!!!!!!1!!! ,0
jbloomfield,"@thsutton I have a very good Macbook Pro  Only 3 years old, yours for $1200 ",0
MusicAddictD,Welcome ,0
atomicbomb,Interview went fantastically. Pretty sure i've got the job. find out for certain tomorrow ,0
Jilybeanrb,@heathermholman I know me too!!! Gosh he deserves this so much  I cant wait to see them together :]]],0
Jonas_Dorkk17,my day- hmm could have been better. lets hope tomorrows better  peace :],0
EmilyxRose92,Happy 1st Birthday my beautiful sister Nevaeh ,0
austincarlile,@joeyismusic i just did guest vocals with Mike Green at his studio man! ,0
kerikusznir,@rohansingh I wondered when.who.how that came about - I added it as a reminder so I could try to track it down ,0
brendini820,Waiting outside of Megans dorm room ,0
NKOTBFlamesFan,"@jordanknight I went to the November 19, 2008 show in Calgary! I loved it - too bad I could afford 5* VIP. Best concert EVER! ",0
xXsinger44Xx,"Maybe it's not my weekend, but it's gonna be my year! Can't wait to go to Warped Tour on August 4th! So glad ATL is gonna be there!!!! ",0
therealmigo,And I didn't see @Natheroine  and I gave the plus ticket to a girl that looked like a really fan  I loved Wolverine and I don't care ,0
esmeg,"@ImaPacifist I think you guys have too much time on your hands! I watched the Buju &amp; friend one, that was cute ",0
MsMyammee,b back fam!! Playing Spades!! ,0
RAWRkatelyn,i love you more than anythingg ,0
LoriMoreno,@afirmin Please meet the &quot;Poet of Twitter&quot; xox  Lori ,0
winantya,just wondering abt crazy idea... but it's totally possible ,0
DonnieQuest,"well thank you @junglegirlrawr, i miss you too! ",0
kabutar,"@mycellar Hehe ok  Just fyi, I don't mind or anything, was just a bit taken aback lol!",0
Morrica,"@katharotes Perhaps it's just as good, we don't want you to start gnawing away on your pillow while sleeping, could end badly ",0
BeateMacPack311,@jordanknight my guess is 70% all over the world ,0
teeeeeef,@Lygris id like to think so ,0
KallieMusic,just saw star trek and totally loved it ,0
_HypnotiX_,Today is the first day of the rest of my life  ... or was that last week ?!  hmmm,0
Julesred90,http://twitpic.com/61gay - Yesterday I saw a double rainbow in front of my house ,0
athenytas,going bed..  good night everyone,0
priyarebecca,@sveda Wow ! sankeerthna is soooo grown up...... ,0
zoeygh,@ElainaAvalos and when did the getting old thing happen anyway?!? remember the god ole days...well I barely remember ha! ,0
Candice_Jo,@brooksbayne Have a good vacation sir!! ,0
tanitan,@RobPattzNews ppl have been saying Michael A. is in italy w/ KS but a friend just saw him @ big boy's in burbank.thought id let you know. ,0
Shrley31,@EllaPaigeBabe  so did you find one? that you liked.,0
scarletmandy,@PinkBerryGirl \\i'll cross my fingers for u too! ,0
sue1605,@beckham u are awsome david love u!! regards from malta which i know u have been here b4 ,0
CindeLyn,Zzzzz...bedtime.  Happy dreams everyone.,0
tina5b5,http://twitpic.com/61gb0 - from: Silence of the Lambs  &quot;It rubs the lotion on it's skin or else it gets the hose again...&quot;,0
ashattack2,@ShainaW hi shaina ,0
Keilalala,"Damna damn, just got home, nice suite they got ",0
scruz1979,@xrocksmama why thank you very much ,0
MichaelMarti,im wearing my retainer now. on my way to a brighter smile ,0
TierneyWhitney,"@theskorpion lol ! i kno what you mean, but you're really good @ it !  so, what's your new video about??",0
Pi3_FaiRy,Like if some1 is trying 2 persuadely force u 2 do sumthin that like fascinates em or makes em  when it's sumthin u rly don't want to do,0
Jmeowerz,@jordanknight- i was there in sacramento ca! ,0
jsleez,@Aashay ya ppl are really warm/open there. when i visit home i can't tell if i'm imagining how super nice people are.  yaaay,0
wilfred,@dannyfoo @qwertyjuan @vernieman tomorrows meeting on... yes? got exciting stuff coming up  including one that goes &quot;ministry of ________&quot;,0
PhilGreaney,"@warzabidul nah, I'm not going to work either and I was up this morning to walk my wife to the tram and get the newspaper ",0
_santi,@oboymikee hi mikee i read your posts ,0
paul_steele,@pamjob lol hi hope u r well ,0
3CB,"@gishungwa Morning hun, hope you didn't munch too many calories this morning, yeah? ",0
CGprogram,"Sincere thanks to @SageMcGreen, @AdamShake and @TwilightEarth for all the support for my new radio program. You guys are just the best! ",0
TBTavares,So excited for tomorrow!!!!!! My daddy is taking me shopping all day tell I find the perfect dress!!! AAAHHHHHHH!! Im so excited!!!!!!!!! ,0
ZByTheWay,"PS. i LOVE my followers  xoxo, Z",0
Rain4est,@CouchSurfingOri crater lake is awesomely beautiful...but it is sacred indian ground...can put off some heebie-jeebieness ,0
BooBear0213,"This is vodka, drink responsibly. ",0
sorchamorrigan,"@PegasusAngel @dannysgirlsg1 &quot;Good morning&quot; would be, sadly, most apt.  ",0
Tinamariedesaro,just signed yp for twitter ,0
myria101,@Strabismus um...since you asked nicely. ,0
amysummer,I really need to get to sleep earlier... lol ,0
KevinBlissett,"@principalspage  Ouch, that hurts. ",0
Bopsicle,"@jordanknight yep, I went on March 17th to Greenville....had the time of my life, even if m&amp;g was kinda fast ;) love ya ",0
KNicholeMusic, FOLLOW ME!!!!!!!!! ,0
asbuchanan,"@thecolorblue but if you're looking for a show to watch, The Office is the best ",0
jannerieanne,All done with hw..super sleepy..night booski ,0
StephaMikeSues,@mileycyrus What Movie Is It?! ,0
lovelynangel,"@zendrous. dear, all the best on yr finals.. good luck!!! ",0
PaMathey,Watched the end of the Miami/Cleveland game tonight.  Too bad the refs are so crappy &amp; it's turned into sloppy streetball.,0
fridley,@MaraBG Be prepared for a long wait... ,0
lexchandra,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?&amp;aff_id=10596,0
Fashion_Mary,Wanna have this bag  http://twitpic.com/61gb6,0
CourtyNayBee,baha i bought my doggie a bright neon pink collar today... he looks too cute now  not that he didnt before ,0
openhappiness,"@barnisa Aw, thank you! That is awesome to hear! Yah! ",0
Scooter_Diva,@_peachykeen Why the spending ban? I'm supposed to be on a ban too...it's too hard with all the makeup goodies ,0
VSalha,@lomeli09 lol of course ,0
Mihnea,"@pyuric Congrats, good job, many happy returns - now let's see what the next 2 years will look like ",0
lovinglifelady,@twochix1 Thanks for the  luv.   Needed it today!    Blessings to you!,0
Tessering,"Ok, I'll stop now ",0
jasonsbradshaw,is excited by my new survey tool ,0
Mirna023,@jordanknight It has to be a good number...everyone talks about the shows here. We all LOVE them and can't wait for more. ,0
mama2katiebeth,"is going to bed, I'll have to explore the big world of Twitter more tomorrow. Good night all! ",0
pinnaclepursuit,no more links - done &quot;digging&quot; for the night ,0
riseagainstchic,star trek was sooo freaking awesome! ,0
shalombook,"@vibhushan  Congratulations on being my 1st non-spam , non-bot , twitter follower ",0
Minhuahahaha,Hello everybody!!! I just woke up and ate lunch! ,0
Tidus,@fkuu ...why wouldn't it be?  ,0
wazzupmagazine,Tropicana! We recommend for heavy cold and flu.. Says the Editor! ,0
zoeyjordan,@jessewatson1 y'all act like we haven't discussed meatloaf cupcakes before...c'mon!  @shandrab,0
Nataya_XD,and it works ,0
wiredmusician,@jstbee  heart heart. xoxo. smiley face. &quot;twitter five!&quot;,0
denderello,"@Bumi you've been to berlin, too? I'm back since yesterday. ",0
liindsey,"@askheychrissy No, this one was a beast. It could've eaten Henry. But don't worry...I smooshed him! ",0
youarentchris,shit shit shit shit! best news i've gotten in so long ,0
monica_mayhem87,At home gettin my grub on and watching flaor of love ,0
hopeinhell,@sicsicsic wow your mind goes places mine clearly doesn't.. i'ma invite you to some of these meetings down here.. ,0
razaeletan,@IzaArtillero thank you! I think she'll be @ Trilogy too. I'll see her there as well ,0
angelaa9,"nappy time, then hustla time  haha.",0
SarahStewart,@gabsi LOL We must introduce our daughters to each other - mine says similar to me  ,0
nandsnyou,Returned from YES!++. It was awesome. ,0
sun3shine,@dannamakeup hey girl. hope da kids are doing better!!!! don't 4get to tweet every once n again. ,0
WhyPR,@dreem sure no problem  enjoy! i deeewww lol!,0
rnewbury,@Chipper03pb so when we have children they're going to keep my last name?  haha,0
TeyaNoelle,Loving Life @ the Moment ,0
TJSilver,@ Youtube ,0
coreyskort,Old people are like slinkies...they're pretty much useless... but you can't help ut laugh when one falls down thr stairs  JK lol  ,0
AnasaNaturals,Good Night Tweople! Tweet with you all tomorrow! ,0
Indica22,@jordanknight yah anywhere between 75 and 79% ,0
tfserna,@tfserna probably both... though today I overslept... by this house (with two kids) standards.... ,0
juscallmejordyn,"oh la la! ten followers. genuinely excitedd! @reply me and direct message me! i'll talk to you back. questions, comments, concerns. haha ",0
dropsofsun,@crowgirl76 @cindymcoles.... on a brighter note I finally found a CG store with cloves...not vanilla but it's a start ,0
keniuh17,@thomasfiss haha oh god thomas this is pretty funny ,0
HilDancelove,good morning ,0
PaytonHeaney,@mileycyrus I love that movie ,0
Dann_O,@hellooosara I need to do mine! I actually WANT to go back to school ,0
JeremyCShipp,"@Andrew_Wolter Thanks very much, Andrew! ",0
leatherzebra,"Oh, and 3258 word written today. ",0
bismark,home now. make sure to watch anand chandrasekher's keynote at next week's computex.  i'm the one who set up and tested the demo machines. ,0
krhodes69,"If Christ dewell within you, you will always and forever have an everlasting smile from the inside to the out, God Bless ",0
JaysonJPhillips,@PS_Michelle good night ,0
fibenymph,@JustMarriedUs Best of luck! It's Tivo'd ,0
Oracl,@peon374 Agree totally!! ,0
unaznn,"@suenguyenn pfft, you are funny  ! but oh dang, we're so screwed tomorrow ",0
KissableQOM,goodd night my fellowwww tweeters!!!! good day today  write me muahhZ rtorres@ke-designz.com,0
KikyParaFan,im stuck in paramore.net  yes i am pretty obsessed ,0
mattiezach,is in class on a wednesday and actually feeling pretty damn happy  But i've to rush off to two different places tonight. Stupidshit.,0
Christiegarcia,@stephenkruiser NIght my friend! Sweet Dreams!  God Bless You!!,0
gwenniie,"@jellyneo I'm not sure, sorry D: Welcome to Twitter though!  I use Twitbin - tis handy.",0
Lygris,@TheIrishGuy @Chadfu Good night!!! ,0
mashinater,"Finally finished a 13 hour shift at work, off for a run with @AndyColourbase then bed and my last shift tonight before 7 days off ",0
neg2led,"@decryption one thing telstra do have is an excellent network. They're not a bad carrier, they're just espensive ",0
stephenjulian,"@__stephanielynn don't worry none taken, i confuse myself all the time  my breed is gorgeous but stupid. i dont get it",0
DannysUltimatum,"@LisaMurray i am psycho.  lol jk Lisa, one day... just for you... I will take the most perfect happy Danny picture that ever existed. lol",0
remiz,3tera - Cloud computing for web applications http://3tera.com.  coming soon in India too ,0
Sammie_x3,"Just found out I might be seeing @TiffanyGiardina in June. Two days after my birthday, I'm so excited  &lt;3",0
dumbblondekt,haveing a fun night with lizzie ,0
iamtimkim,I wish I had an editor to hand any I write to. Even this Twitter post and AIM away messages. Anyone interested? ,0
ShayAlyse,my attempt at homemade sauce failed... but overall my evening has been wonderful ,0
Rewa_,Something special about this day. Good morning everyone ,0
anomalist,@junkyardmessiah I'm sure you have better sense than to go over to random twitterer's homes.  Goodnight.,0
bcgibson,"Even though I stay up late watching TV, it's not that bad.  I just can't get enough of the Discovery Channel and Nat Geo ",0
Joyce8826,@Lizzidoll its cool. Lol. And damn they really are keeping it close. Lol. Btw nice meeting you at Yale. ,0
Tyna04,Pretty Ricky you Top Blokes...  -------- Hilarious MaaaFukkazzzz.... LMAO,0
nileshtrivedi,@arpit105 whoa! ,0
JimDayTV,"@ANDREADAY1 I just read about you, you are quite impressive. But you have me curious, why follow me?  ",0
Quimo,Okay Good Knight Twitter World Hubby time ,0
moncherietrange,@hayGuyz just slightly. ,0
indieallstar,Just come back from my girlfriend house ,0
cjaye18,im like 120 hours past my bedtime thanks to the atl trip. goodnight tweethearts ,0
jess_cahhh,@cherrychpstkluv that song is wierd. Ha. But hey hey hey. Imagine lauras index finger. Hahahahah ,0
ryousake,@tamelle Anytime!  I try to keep it fun in a boring sort of way!  Conversation is always the best   Thanks for coming and Happy B-day!,0
steffie526,My birthday went smoothly ,0
punslingerr,"@dannysgirlsg1 Sorry, I'm just goofing with you.  I've seen all THREE movies.",0
BaggyBoy77,@PeterJWestwick he he just horny boiz =0) join in? ,0
thenewbnb,@prateekgupta morning!! not too late  i just got here hehe ,0
lookingfromside,"@aminorjourney WOOT!!  Super exciting!!!    Hope all goes wonderfuly well... remember, they expect you to be human.  ;)",0
Dehara,@biiilll haha I'm not scared i just respect him  http://myloc.me/1MRv,0
sintija_happy,this friday my school ends and i will have 3 free months. I don't now what i will do ,0
lisahughey,Am I the only mom who gets a thrill when her kids stay up late to read? I LOVE it when they can't put a book down ,0
leyeaaah,@notbianca I have my gum right here.  Finish your article and go to CS tonight! ,0
renaessance,"@perpetualspiral  Aw, thanks lady! I was just curious if they were takin' care of you.  It's good to know folks there have resources. ",0
fleurybanery,@planetrobsite lol...its a win/win situation ,0
kewlwhip,A BIG Happy Birthday goes out to @dream_mancer ... she is really old! I will start investing in a grave plot for her b-day present! ,0
CharleighD,I'm super excited for the tea party! ,0
clark_mitchell,@alydenisof  I hear ya there. Quite the blow to the stomach today. But I am happy to see that people aren't giving up. That gives hope. ,0
bookworm730,"@kaitlynwithakay oh, btw, love your new hair cut as well. ",0
sydeshow,Well damn the twitter peer pressure! I got my one song in and now I'm heading home... thanks for making me make an ass outta myself ,0
cinna665,loves reading Kevin Smith's funny updates ,0
StephanieAlston,"I've got my happy face back...for now.Nighty,Night!Don't forget to say your prayers ",0
emmarose903,@PandaMayhem  I'm hoping that maybe i'll get to be a book drive volunteer.,0
JordanPandaaa,"Sweet, The Dear Hunter is fucking awesome ",0
TechWraith,Just wrote some pretty cool regex with @elizabethcb for a new project that @oscargodson and I are working on ,0
sammykay09,"@alydenisof of all the tweets today with similar sentiments, yours was my by far my favorite...straight forward and polite ",0
imseanhennessey,"Hanging out in Kingston, Tennessee with my dudes, glad to be in a band of friends ",0
SusieMariex3,@johnny_blaze420 aww thnks ,0
mnphysicist,@mightyohm too funny  and those were likely some pretty early transistors too,0
kamiNcali,@ladyspeaker just realized you might not have meant that ,0
ImaPacifist,@esmeg ya to much free time lol. that was ex dog with the pretty boy buju. did you see the orchid porn she is the love of my life ,0
jessikav,im eating a salad. its pretty yumi ,0
CharlotteRA,you are what you want to be ,0
syafique,"@kevinzahri for that area, it IS amazing! hahah! ",0
Mia_R,"@LstInTheSeeThru Oh Bobbi, and what i replied to Chris was &quot;boy's night out huh? sounds like fun!&quot;  crap! i encouraged them! LOL",0
Scharleth,And the fire is lit... I am awake... Im ready!!! ,0
blogofinnocence,"@Lanecat2 no problem, there are many of us ",0
clparkerson,Leave it to my dog to be a fan of imported Brie... like daddy like puppy ,0
wpstudios,@zilch lol true  but I just realized late that I didn't had said &quot;morning&quot; ,0
forgotusername,@zeet75 Awww... Thanks! ,0
RyanBlackPDX,At the library... wow I'm cool ,0
tshore1023,"@RickRReed sorry was trying to be lol and didn't work, apologies, no offense intended ",0
Sary_Fernandez,"@John_Fogerty The other clips are from BigOldGator�s 50th B-Dayparty. You know him, his wife Martina &amp; Svenja. He is a Million Miler ",0
chessy123,I'm addicted to music.  Pretty much ,0
p_stampy,@danderson00 you can go home in an hour from now.. unlike me.. 15 mins ,0
DearEllish,My last schoolday this week ,0
briankeith229,looking forward to finding a new place to live; it's been a few months in the same place &amp; that seems to be my cutoff ,0
nikimae,@jessicfor Saw your tweet and had to open iTunes and listen  I love that movie!,0
elysem12,had a great day at six flags! no lines ,0
taraw07,"@LiZAmtl @bethie138 @Etown_Jenn Yes GEEZ...you make it hard, BUT still not cracking  unless I win the lottery then its on! LOL",0
shingo42,"But I accept advices, or solutions ",0
NnighTmarezZ,"is unsure of how much to bid on for products, but is hoping i have enough  gotta earn more",0
TheKyleLambert,@MatthewCWhite mmmmmmmuuuah!!!  I &lt;3 you lil terminator!,0
aimeered18,reading harry potter and the half-blood prince ,0
fomw,@kir5ty Don't blink. Don't even blink. ,0
DustinUrbanski,@_Michelle_Berg_ aww cutie from way back ,0
nickforge,@decryption So there _is_ a reason that otherwise sane people sign up with Telstra... ,0
ryanlrussell,"@hellnbak So the religions all agree on something, but not you, eh? ",0
claudg,@mileycyrus come to Per�!!!!!!! ,0
twilight_x3,CHK CHK booooom. look it up on YouTube. ,0
botolo86,really excited about http://www.tellaworld.com ! Spread the word ,0
normaltusker,"@Netra @shefaly all women are experts when it comes to picking clothes, specifically for themselves! ",0
ElvieGPR,Officially been up for 21 hours good night... ,0
KiwiBeck,@jordanknight Probably 95% ,0
Hanfransisco,"today was a good day. tomorrow will be, too. ",0
AshesOfLilies,@robertd_16 to hard to explain on here soz.. will blog it instead later k im good tho now  hru?,0
shih_wei,@MarkMizuno @michellegamboa Great chatting with you! Thanks for letting me park at your table for a while. ,0
Brooke_vfcbabii,@thomasfiss Wow my dear. You sure are something else!  Lol! Oh! Guess what! I got your individual t-shirt from cinsay.com!! ,0
jaymcgavren,@tombombadil The pointy-haired Scrum Master:  http://bit.ly/2ZY66,0
BeachMomof2,"@SandiNJ  Yeah, who would have thought that, certainly not me for sure!  Thanks for looking him up and sending me that link!  ",0
ReneeBarber,@karenmorris Thanks for the tip. I'll have a listen to some of her extracts and see if I find anything new. ,0
albertkelly,@crystale hi crystale and nussy!!!! My name's al! ,0
edgeline,@djmaxgray ??  ???????????? ,0
jennytnguyen,wassup my fellow twitterers? how's everyone? (expecting a reply) ,0
gennin27,i need to learn how to speak korean!! ,0
amittizzle,reading and sleeping. again. ,0
aworkingtitle,@bookishnerd That happens a lot at our house with a two year old around.  We're on Return of the Jedi and I think it's my favorite. Yours?,0
thesummersnow,@SmilesFoYouu89 Good night ,0
therealsavannah,new interview with @Official_TJCA right b4 debby's party! http://bit.ly/q1PZV    those girls were so sweet.,0
kittykatgoddess,"Eating pastele and beef stew at jackie's. Yum! Yes, I always talk about food. ",0
restenergy,Already having trouble controlling my excitement for my upcoming trip... 9 days until ,0
